Country,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
United Kingdom,17402.0,5,18,1349.32,5,5,4,554,Premium Customers
United Kingdom,18201.0,723,1,332.88,1,2,2,122,Regular Customers
United Kingdom,13225.0,429,7,2219.6,1,4,5,145,Regular Customers
United Kingdom,17662.0,662,2,261.12,1,3,2,132,Regular Customers
United Kingdom,15863.0,26,5,287.55,4,4,2,442,Premium Customers
United Kingdom,18186.0,723,1,102.9,1,2,1,121,Regular Customers
United Kingdom,13875.0,54,14,3998.2,4,5,5,455,Premium Customers
United Kingdom,13266.0,11,18,3980.85,5,5,5,555,Premium Customers
United Kingdom,14484.0,50,4,974.44,4,3,4,434,Premium Customers
United Kingdom,18097.0,8,11,3303.54,5,5,5,555,Premium Customers
Switzerland,13520.0,59,11,3602.45,4,5,5,455,Premium Customers
United Kingdom,15862.0,8,13,1954.23,5,5,4,554,Premium Customers
United Kingdom,17612.0,53,18,4445.28,4,5,5,455,New Customers
United Kingdom,14422.0,1,19,8582.81,5,5,5,555,New Customers
United Kingdom,18006.0,23,4,576.49,4,4,3,443,Premium Customers
United Kingdom,14095.0,723,1,2.95,1,1,1,111,Regular Customers
United Kingdom,16908.0,722,1,252.59,1,2,2,122,Regular Customers
United Kingdom,13427.0,19,6,793.52,5,4,3,543,Premium Customers
United Kingdom,17103.0,722,1,410.38,1,2,2,122,Regular Customers
United Kingdom,13203.0,10,10,2394.41,5,5,5,555,Premium Customers
United Kingdom,16439.0,722,1,270.90000000000003,1,1,2,112,Regular Customers
United Kingdom,15270.0,16,20,4798.97,5,5,5,555,New Customers
United Kingdom,16150.0,43,10,3288.97,4,5,5,455,Premium Customers
United Kingdom,16661.0,540,4,581.96,1,4,3,143,Regular Customers
United Kingdom,17400.0,126,8,3710.48,3,5,5,355,Premium Customers
United Kingdom,17526.0,5,9,1015.07,5,5,4,554,Premium Customers
United Kingdom,13039.0,584,4,634.03,1,3,3,133,Regular Customers
United Kingdom,15428.0,15,4,636.83,5,4,3,543,Premium Customers
United Kingdom,16720.0,26,3,447.37,4,3,3,433,Premium Customers
United Kingdom,15879.0,404,3,733.91,2,3,3,233,Regular Customers
Germany,12708.0,30,18,4014.44,4,5,5,455,Premium Customers
United Kingdom,12826.0,3,12,2585.98,5,5,5,555,Premium Customers
United Kingdom,16772.0,423,3,1380.8,1,3,4,134,Regular Customers
United Kingdom,17927.0,722,1,294.0,1,2,2,122,Regular Customers
United Kingdom,14083.0,4,9,844.52,5,5,3,553,Premium Customers
United Kingdom,14555.0,57,6,1817.2,4,4,4,444,Premium Customers
United Kingdom,16296.0,626,4,1165.37,1,4,4,144,Regular Customers
United Kingdom,18036.0,32,11,1182.74,4,5,4,454,Premium Customers
United Kingdom,13921.0,402,4,539.05,2,3,3,233,Regular Customers
United Kingdom,18037.0,154,13,82.22,3,5,1,351,Premium Customers
Cyprus,12455.0,73,9,3169.9500000000003,3,5,5,355,Premium Customers
United Kingdom,13995.0,15,14,3617.67,5,5,5,555,Premium Customers
Australia,12422.0,96,12,2394.65,3,5,5,355,Premium Customers
United Kingdom,16600.0,4,13,1814.89,5,5,4,554,Premium Customers
United Kingdom,17028.0,581,3,1358.82,1,3,4,134,Regular Customers
United Kingdom,16222.0,318,2,1069.25,2,2,4,224,Regular Customers
United Kingdom,15497.0,18,9,6198.04,5,5,5,555,Premium Customers
United Kingdom,14949.0,469,4,471.63,1,3,3,133,Regular Customers
United Kingdom,17324.0,18,11,1046.7,5,5,4,554,Premium Customers
United Kingdom,15409.0,721,1,115.95,1,1,1,111,Regular Customers
United Kingdom,13327.0,39,19,7009.97,4,5,5,455,New Customers
United Kingdom,13781.0,251,3,690.88,2,3,3,233,Premium Customers
United Kingdom,16592.0,4,28,6967.41,5,5,5,555,New Customers
United Kingdom,18252.0,51,7,1127.32,4,4,4,444,Premium Customers
United Kingdom,14105.0,239,5,5026.9,2,4,5,245,Premium Customers
United Kingdom,13847.0,720,1,221.92,1,1,2,112,Regular Customers
United Kingdom,15518.0,64,14,3508.63,3,5,5,355,Premium Customers
United Kingdom,17624.0,15,4,1394.48,5,4,4,544,Premium Customers
United Kingdom,13871.0,23,17,6324.95,4,5,5,455,New Customers
Germany,12609.0,78,9,2605.37,3,5,5,355,Premium Customers
United Kingdom,16593.0,51,6,512.54,4,4,3,443,Premium Customers
United Kingdom,14404.0,34,13,1877.46,4,5,4,454,Premium Customers
United Kingdom,13111.0,719,1,311.8,1,1,2,112,Regular Customers
United Kingdom,16282.0,340,3,576.21,2,3,3,233,Regular Customers
United Kingdom,13510.0,1,10,3855.85,5,5,5,555,Premium Customers
United Kingdom,14119.0,376,2,117.04,2,2,1,221,Regular Customers
United Kingdom,17182.0,423,2,321.3,1,3,2,132,Regular Customers
United Kingdom,14819.0,64,4,287.76,3,3,2,332,Premium Customers
United Kingdom,14480.0,11,4,1252.82,5,3,4,534,Premium Customers
United Kingdom,17888.0,60,21,1251.99,3,5,4,354,Premium Customers
United Kingdom,18251.0,718,1,90.0,1,2,1,121,Regular Customers
Austria,12440.0,462,2,619.9,1,2,3,123,Regular Customers
United Kingdom,18190.0,192,5,653.32,2,4,3,243,Premium Customers
United Kingdom,14063.0,687,2,152.9,1,2,1,121,Regular Customers
United Kingdom,13082.0,126,16,2216.92,3,5,5,355,Premium Customers
United Kingdom,15064.0,410,4,1037.2,2,3,4,234,Regular Customers
United Kingdom,14151.0,673,2,615.0,1,2,3,123,Regular Customers
Spain,12539.0,22,7,8070.1,4,4,5,445,Premium Customers
United Kingdom,13287.0,603,3,653.29,1,3,3,133,Regular Customers
United Kingdom,13821.0,145,6,1223.13,3,4,4,344,Premium Customers
United Kingdom,16792.0,282,4,558.11,2,4,3,243,Regular Customers
United Kingdom,17807.0,395,3,379.37,2,3,2,232,Regular Customers
United Kingdom,14839.0,418,3,680.38,1,3,3,133,Regular Customers
United Kingdom,17950.0,72,7,814.64,3,4,3,343,Premium Customers
United Kingdom,16875.0,67,11,3314.52,3,5,5,355,Premium Customers
United Kingdom,13901.0,72,15,4509.41,3,5,5,355,Premium Customers
United Kingdom,14198.0,18,9,1081.73,5,5,4,554,Premium Customers
United Kingdom,15521.0,40,15,4491.92,4,5,5,455,Premium Customers
United Kingdom,18171.0,59,9,1220.13,4,5,4,454,Premium Customers
United Kingdom,16017.0,47,5,1335.13,4,4,4,444,Premium Customers
United Kingdom,13253.0,157,4,1187.31,3,3,4,334,Premium Customers
United Kingdom,13338.0,158,4,1674.92,3,3,4,334,Premium Customers
United Kingdom,14969.0,704,1,269.95,1,1,2,112,Regular Customers
United Kingdom,15865.0,41,5,1487.41,4,4,4,444,Premium Customers
United Kingdom,13610.0,12,14,1509.81,5,5,4,554,Premium Customers
United Kingdom,13965.0,477,3,475.2000000000001,1,3,3,133,Regular Customers
United Kingdom,14954.0,12,2,308.83,5,2,2,522,Premium Customers
United Kingdom,14210.0,106,16,4759.7300000000005,3,5,5,355,Premium Customers
United Kingdom,17362.0,239,7,874.34,2,4,4,244,Premium Customers
United Kingdom,14194.0,5,35,15389.54,5,5,5,555,New Customers
United Kingdom,17753.0,464,4,346.26,1,4,2,142,Regular Customers
United Kingdom,18094.0,82,11,3692.64,3,5,5,355,Premium Customers
Sweden,17404.0,26,14,1918.88,4,5,4,454,Premium Customers
United Kingdom,14541.0,59,14,2340.48,4,5,5,455,Premium Customers
United Kingdom,15266.0,338,5,483.11,2,4,3,243,Regular Customers
United Kingdom,16641.0,106,2,446.78,3,3,3,333,Premium Customers
United Kingdom,16862.0,547,4,527.25,1,4,3,143,Regular Customers
United Kingdom,16888.0,401,3,280.35,2,3,2,232,Regular Customers
United Kingdom,15874.0,64,19,5327.76,3,5,5,355,New Customers
United Kingdom,15100.0,387,2,187.2,2,2,1,221,Regular Customers
United Kingdom,15324.0,701,1,140.22000000000003,1,1,1,111,Regular Customers
United Kingdom,14465.0,247,11,2548.94,2,5,5,255,Premium Customers
United Kingdom,15152.0,10,14,4313.13,5,5,5,555,Premium Customers
France,12678.0,43,14,2325.42,4,5,5,455,Premium Customers
United Kingdom,16057.0,16,10,3362.85,5,5,5,555,Premium Customers
Germany,12648.0,155,4,835.15,3,3,3,333,Premium Customers
United Kingdom,15586.0,593,3,717.9,1,3,3,133,Regular Customers
United Kingdom,13360.0,432,4,1250.29,1,3,4,134,Regular Customers
United Kingdom,15827.0,73,27,2356.64,3,5,5,355,New Customers
United Kingdom,13854.0,9,38,4277.42,5,5,5,555,New Customers
United Kingdom,16103.0,80,20,3505.51,3,5,5,355,Premium Customers
United Kingdom,15607.0,337,9,1370.92,2,5,4,254,Regular Customers
United Kingdom,16027.0,137,6,274.15000000000003,3,4,2,342,Premium Customers
United Kingdom,14327.0,163,6,1818.17,3,4,4,344,Premium Customers
United Kingdom,18170.0,33,9,1946.85,4,5,4,454,Premium Customers
EIRE,14016.0,162,11,7527.92,3,5,5,355,New Customers
United Kingdom,13044.0,291,11,3422.78,2,5,5,255,Premium Customers
United Kingdom,14573.0,180,12,1102.06,3,5,4,354,Premium Customers
United Kingdom,13259.0,62,9,1062.59,3,5,4,354,Premium Customers
United Kingdom,16109.0,219,3,323.52,2,3,2,232,Premium Customers
United Kingdom,16787.0,398,4,860.13,2,4,4,244,Regular Customers
United Kingdom,14849.0,22,42,12453.72,4,5,5,455,New Customers
United Kingdom,14532.0,236,10,2378.98,2,5,5,255,Premium Customers
United Kingdom,17323.0,15,12,1551.04,5,5,4,554,Premium Customers
United Kingdom,13410.0,24,7,941.62,4,4,4,444,Premium Customers
United Kingdom,14160.0,610,6,2121.67,1,4,5,145,Regular Customers
United Kingdom,13762.0,219,3,364.8,2,3,2,232,Premium Customers
United Kingdom,18231.0,192,27,4432.68,2,5,5,255,New Customers
United Kingdom,12951.0,9,15,2967.07,5,5,5,555,Premium Customers
United Kingdom,13634.0,33,15,3937.67,4,5,5,455,Premium Customers
United Kingdom,17222.0,65,6,1314.35,3,4,4,344,Premium Customers
United Kingdom,18242.0,72,8,2768.36,3,5,5,355,Premium Customers
United Kingdom,17147.0,23,9,1968.18,4,5,5,455,Premium Customers
United Kingdom,17113.0,574,6,1816.69,1,4,4,144,Regular Customers
United Kingdom,13709.0,4,18,5854.03,5,5,5,555,New Customers
United Kingdom,17139.0,16,25,14307.28,5,5,5,555,New Customers
United Kingdom,18115.0,698,1,9.7,1,2,1,121,Regular Customers
United Kingdom,17529.0,610,2,1025.95,1,3,4,134,Regular Customers
USA,12549.0,576,5,944.72,1,4,4,144,Regular Customers
United Kingdom,17740.0,431,3,148.5,1,3,1,131,Regular Customers
United Kingdom,15549.0,77,8,1688.01,3,5,4,354,Premium Customers
United Kingdom,14984.0,19,5,356.27000000000004,5,4,2,542,Premium Customers
Denmark,12406.0,22,5,4640.2,4,4,5,445,Premium Customers
United Kingdom,12980.0,415,4,527.76,1,3,3,133,Regular Customers
United Kingdom,17023.0,417,3,756.58,1,3,3,133,Regular Customers
United Kingdom,13433.0,501,4,435.42,1,3,3,133,Regular Customers
United Kingdom,15186.0,14,5,1059.8200000000002,5,4,4,544,Premium Customers
United Kingdom,16841.0,37,12,3677.89,4,5,5,455,Premium Customers
United Kingdom,17945.0,697,3,279.1,1,3,2,132,Regular Customers
United Kingdom,15002.0,116,9,3746.43,3,5,5,355,Premium Customers
Germany,12623.0,276,7,3039.02,2,4,5,245,Premium Customers
United Kingdom,13622.0,696,1,536.36,1,1,3,113,Regular Customers
United Kingdom,14225.0,435,4,1524.87,1,3,4,134,Regular Customers
United Kingdom,17352.0,696,1,36.25,1,2,1,121,Regular Customers
Germany,12649.0,107,7,1748.29,3,4,4,344,Premium Customers
United Kingdom,14137.0,696,1,120.6,1,1,1,111,Regular Customers
United Kingdom,14154.0,239,7,4224.44,2,4,5,245,Premium Customers
United Kingdom,14826.0,582,2,283.2,1,2,2,122,Regular Customers
United Kingdom,16585.0,594,2,341.59,1,3,2,132,Regular Customers
United Kingdom,15513.0,33,31,15748.19,4,5,5,455,New Customers
Germany,12647.0,22,32,8676.65,4,5,5,455,New Customers
United Kingdom,17962.0,142,4,601.96,3,4,3,343,Premium Customers
United Kingdom,17757.0,1,56,6826.4800000000005,5,5,5,555,New Customers
United Kingdom,14146.0,9,12,6793.92,5,5,5,555,New Customers
United Kingdom,13929.0,169,9,1123.56,3,5,4,354,Premium Customers
United Kingdom,16304.0,695,1,357.79,1,1,2,112,Regular Customers
United Kingdom,13152.0,417,7,1818.18,1,4,4,144,Regular Customers
United Kingdom,18041.0,12,37,5311.51,5,5,5,555,New Customers
United Kingdom,13787.0,76,6,949.58,3,4,4,344,Premium Customers
United Kingdom,16414.0,22,5,401.21,4,4,2,442,Premium Customers
United Kingdom,14256.0,260,5,1947.54,2,4,4,244,Premium Customers
United Kingdom,16660.0,16,5,436.27,5,4,3,543,Premium Customers
United Kingdom,18134.0,598,2,341.85,1,3,2,132,Regular Customers
United Kingdom,16013.0,8,10,1493.55,5,5,4,554,Premium Customers
United Kingdom,12931.0,67,8,562.84,3,4,3,343,Premium Customers
Germany,12644.0,130,4,1694.15,3,3,4,334,Premium Customers
United Kingdom,17496.0,359,4,1211.59,2,4,4,244,Regular Customers
United Kingdom,15605.0,36,9,1448.3,4,5,4,454,Premium Customers
United Kingdom,13233.0,74,4,877.05,3,3,4,334,Premium Customers
United Kingdom,15046.0,9,25,3919.89,5,5,5,555,New Customers
United Kingdom,13562.0,82,8,4028.61,3,4,5,345,Premium Customers
Belgium,12431.0,60,23,6899.47,3,5,5,355,New Customers
United Kingdom,15359.0,663,8,181.35,1,5,1,151,Regular Customers
United Kingdom,18106.0,330,6,1072.96,2,4,4,244,Regular Customers
United Kingdom,17681.0,629,3,295.4,1,3,2,132,Regular Customers
Japan,12755.0,281,10,578.11,2,5,3,253,Premium Customers
Netherlands,12789.0,513,2,148.5,1,2,1,121,Regular Customers
United Kingdom,15771.0,604,3,625.45,1,3,3,133,Regular Customers
United Kingdom,16452.0,631,2,332.17,1,2,2,122,Regular Customers
United Kingdom,14324.0,410,2,622.11,2,2,3,223,Regular Customers
United Kingdom,17871.0,205,5,730.91,2,4,3,243,Premium Customers
Finland,12631.0,57,6,2891.67,4,4,5,445,Premium Customers
United Kingdom,17227.0,19,12,770.44,5,5,3,553,Premium Customers
United Kingdom,12860.0,693,1,32.97,1,1,1,111,Regular Customers
United Kingdom,17454.0,192,10,1328.64,2,5,4,254,Premium Customers
United Kingdom,15224.0,358,5,677.61,2,4,3,243,Regular Customers
Netherlands,12813.0,502,3,915.8,1,3,4,134,Regular Customers
United Kingdom,15489.0,23,8,1842.69,4,5,4,454,Premium Customers
United Kingdom,14451.0,60,12,3020.68,3,5,5,355,Premium Customers
United Kingdom,14421.0,57,6,1924.3,4,4,4,444,Premium Customers
United Kingdom,17801.0,451,3,726.35,1,3,3,133,Regular Customers
United Kingdom,15413.0,692,1,16.5,1,1,1,111,Regular Customers
United Kingdom,16595.0,61,5,1587.07,3,4,4,344,Premium Customers
United Kingdom,13907.0,692,1,136.8,1,1,1,111,Regular Customers
United Kingdom,16510.0,372,6,1434.25,2,4,4,244,Regular Customers
United Kingdom,14420.0,99,4,1291.1,3,3,4,334,Premium Customers
United Kingdom,16524.0,446,2,255.64,1,2,2,122,Regular Customers
United Kingdom,16166.0,428,2,339.38,1,2,2,122,Regular Customers
United Kingdom,16434.0,29,12,1828.11,4,5,4,454,Premium Customers
United Kingdom,13869.0,123,10,6265.59,3,5,5,355,Premium Customers
United Kingdom,13616.0,568,2,222.45,1,2,2,122,Regular Customers
United Kingdom,17591.0,73,8,1612.72,3,5,4,354,Premium Customers
United Kingdom,14892.0,691,1,182.45,1,1,1,111,Regular Customers
United Kingdom,12877.0,4,20,2767.4,5,5,5,555,Premium Customers
United Kingdom,14441.0,1,10,2820.59,5,5,5,555,Premium Customers
United Kingdom,14754.0,45,6,1437.08,4,4,4,444,Premium Customers
United Kingdom,15747.0,13,9,1961.06,5,5,5,555,Premium Customers
United Kingdom,15795.0,150,8,1834.46,3,5,4,354,Premium Customers
United Kingdom,18057.0,393,3,715.22,2,3,3,233,Regular Customers
United Kingdom,14461.0,148,12,5025.79,3,5,5,355,Premium Customers
Channel Islands,14442.0,205,6,2014.02,2,4,5,245,Premium Customers
United Kingdom,17966.0,151,6,519.8,3,4,3,343,Premium Customers
United Kingdom,15164.0,69,9,1911.51,3,5,4,354,Premium Customers
United Kingdom,17048.0,118,7,1741.46,3,4,4,344,Premium Customers
United Kingdom,17773.0,514,2,517.17,1,3,3,133,Regular Customers
United Kingdom,16954.0,1,18,3472.9,5,5,5,555,Premium Customers
United Kingdom,15375.0,690,1,47.04,1,1,1,111,Regular Customers
United Kingdom,14343.0,421,4,1004.46,1,3,4,134,Regular Customers
United Kingdom,15697.0,690,1,219.9,1,1,2,112,Regular Customers
United Kingdom,16867.0,690,1,76.74000000000001,1,2,1,121,Regular Customers
United Kingdom,16287.0,170,5,599.82,3,4,3,343,Premium Customers
United Kingdom,15198.0,92,5,404.25,3,4,2,342,Premium Customers
United Kingdom,13877.0,86,3,267.42,3,3,2,332,Premium Customers
Unspecified,12470.0,690,1,183.25,1,1,1,111,Regular Customers
United Kingdom,17769.0,13,17,5640.49,5,5,5,555,New Customers
United Kingdom,17706.0,4,31,13307.76,5,5,5,555,New Customers
United Kingdom,14715.0,25,7,1131.05,4,4,4,444,Premium Customers
France,12589.0,29,6,2595.41,4,4,5,445,Premium Customers
United Kingdom,16087.0,410,2,128.16,2,2,1,221,Regular Customers
United Kingdom,14472.0,104,9,1719.4,3,5,4,354,Premium Customers
United Kingdom,13555.0,74,12,4988.9400000000005,3,5,5,355,Premium Customers
USA,12733.0,234,4,1680.12,2,3,4,234,Premium Customers
United Kingdom,14413.0,362,3,378.37,2,3,2,232,Regular Customers
United Kingdom,13315.0,689,1,299.82000000000005,1,1,2,112,Regular Customers
United Kingdom,17245.0,205,2,292.79,2,3,2,232,Premium Customers
United Kingdom,17963.0,471,4,451.51,1,4,3,143,Regular Customers
United Kingdom,14983.0,689,1,170.45000000000002,1,1,1,111,Regular Customers
United Kingdom,13397.0,73,9,1974.31,3,5,5,355,Premium Customers
United Kingdom,12987.0,74,5,922.91,3,4,4,344,Premium Customers
United Kingdom,16727.0,364,4,1218.02,2,4,4,244,Regular Customers
United Kingdom,14556.0,596,3,728.49,1,3,3,133,Regular Customers
United Kingdom,14388.0,10,16,5623.11,5,5,5,555,New Customers
United Kingdom,17220.0,24,21,3955.74,4,5,5,455,New Customers
United Kingdom,17356.0,312,5,787.71,2,4,3,243,Regular Customers
United Kingdom,17794.0,687,2,147.3,1,3,1,131,Regular Customers
United Kingdom,15191.0,463,3,534.75,1,3,3,133,Regular Customers
United Kingdom,14649.0,5,9,2355.48,5,5,5,555,Premium Customers
United Kingdom,14595.0,20,8,1948.81,4,5,4,454,Premium Customers
United Kingdom,16085.0,23,12,1915.92,4,5,4,454,Premium Customers
United Kingdom,13982.0,39,9,2774.78,4,5,5,455,Premium Customers
United Kingdom,17875.0,688,1,167.1,1,2,1,121,Regular Customers
United Kingdom,16634.0,223,6,1135.2,2,4,4,244,Premium Customers
United Kingdom,14207.0,688,1,157.8,1,1,1,111,Regular Customers
United Kingdom,15095.0,104,10,1836.79,3,5,4,354,Premium Customers
United Kingdom,12986.0,429,9,1734.5700000000002,1,5,4,154,Regular Customers
United Kingdom,14431.0,303,4,1572.56,2,3,4,234,Regular Customers
United Kingdom,14530.0,26,16,4178.88,4,5,5,455,Premium Customers
United Kingdom,14320.0,207,5,1070.7,2,4,4,244,Premium Customers
United Kingdom,14714.0,24,4,680.85,4,3,3,433,Premium Customers
United Kingdom,15910.0,1,15,2410.66,5,5,5,555,Premium Customers
United Kingdom,12971.0,4,105,7996.110000000001,5,5,5,555,New Customers
United Kingdom,13527.0,34,12,3912.73,4,5,5,455,Premium Customers
United Kingdom,15885.0,93,10,877.87,3,5,4,354,Premium Customers
United Kingdom,14064.0,29,15,2218.28,4,5,5,455,Premium Customers
United Kingdom,15296.0,51,12,7786.51,4,5,5,455,New Customers
Greece,14439.0,320,5,5619.02,2,4,5,245,Regular Customers
United Kingdom,13543.0,634,2,1092.06,1,2,4,124,Regular Customers
United Kingdom,15682.0,599,2,318.24,1,2,2,122,Regular Customers
United Kingdom,17320.0,100,6,1797.09,3,4,4,344,Premium Customers
United Kingdom,15126.0,537,2,415.59,1,2,2,122,Regular Customers
United Kingdom,17180.0,56,11,1754.3,4,5,4,454,Premium Customers
United Kingdom,13413.0,640,5,138.13,1,4,1,141,Regular Customers
United Kingdom,13192.0,95,6,2289.93,3,4,5,345,Premium Customers
United Kingdom,14854.0,78,11,3125.38,3,5,5,355,Premium Customers
United Kingdom,14209.0,11,15,3179.6800000000003,5,5,5,555,Premium Customers
United Kingdom,14274.0,686,1,256.6,1,1,2,112,Regular Customers
United Kingdom,17460.0,94,15,1795.12,3,5,4,354,Premium Customers
Germany,12531.0,15,2,1648.3,5,2,4,524,Premium Customers
United Kingdom,16822.0,686,1,138.25,1,2,1,121,Regular Customers
United Kingdom,13889.0,93,6,1991.23,3,4,5,345,Premium Customers
United Kingdom,14640.0,24,10,3103.54,4,5,5,455,Premium Customers
United Kingdom,14837.0,90,9,3246.49,3,5,5,355,Premium Customers
United Kingdom,17242.0,108,5,2234.94,3,4,5,345,Premium Customers
United Kingdom,17618.0,6,11,3115.2200000000003,5,5,5,555,Premium Customers
United Kingdom,17335.0,384,2,258.24,2,3,2,232,Regular Customers
United Kingdom,17780.0,667,3,294.96,1,3,2,132,Regular Customers
United Kingdom,16950.0,57,10,2475.83,4,5,5,455,Premium Customers
United Kingdom,12916.0,139,7,2596.95,3,4,5,345,Premium Customers
United Kingdom,14879.0,685,1,155.72,1,1,1,111,Regular Customers
United Kingdom,13036.0,685,1,15.0,1,1,1,111,Regular Customers
United Kingdom,16422.0,17,71,6889.92,5,5,5,555,New Customers
Germany,12703.0,71,4,871.33,3,3,4,334,Premium Customers
United Kingdom,13249.0,93,3,151.82999999999998,3,3,1,331,Premium Customers
United Kingdom,15727.0,17,14,6935.66,5,5,5,555,New Customers
United Kingdom,15711.0,557,2,384.45,1,2,2,122,Regular Customers
United Kingdom,14701.0,11,15,3106.7,5,5,5,555,Premium Customers
United Kingdom,16255.0,17,15,3712.9,5,5,5,555,Premium Customers
United Kingdom,14070.0,685,1,186.7,1,1,1,111,Regular Customers
United Kingdom,17071.0,28,13,2915.07,4,5,5,455,Premium Customers
United Kingdom,16523.0,2,26,6395.47,5,5,5,555,New Customers
United Kingdom,14522.0,72,7,873.86,3,4,4,344,Premium Customers
United Kingdom,17141.0,418,4,636.44,1,4,3,143,Regular Customers
United Kingdom,13209.0,30,12,5604.16,4,5,5,455,Premium Customers
United Kingdom,15696.0,33,13,3043.92,4,5,5,455,Premium Customers
United Kingdom,13729.0,436,3,459.73,1,3,3,133,Regular Customers
United Kingdom,14044.0,27,10,2591.79,4,5,5,455,Premium Customers
United Kingdom,17142.0,239,4,646.5,2,4,3,243,Premium Customers
United Kingdom,16206.0,55,13,2158.7000000000003,4,5,5,455,Premium Customers
United Kingdom,15434.0,8,11,2325.44,5,5,5,555,Premium Customers
United Kingdom,15483.0,161,10,746.42,3,5,3,353,Premium Customers
United Kingdom,14986.0,376,2,487.5,2,2,3,223,Regular Customers
United Kingdom,17584.0,7,6,2317.15,5,4,5,545,Premium Customers
United Kingdom,14870.0,262,6,1439.85,2,4,4,244,Premium Customers
United Kingdom,14621.0,1,9,2577.63,5,5,5,555,Premium Customers
United Kingdom,15303.0,290,3,914.13,2,3,4,234,Regular Customers
United Kingdom,13488.0,17,23,10341.71,5,5,5,555,New Customers
United Kingdom,17810.0,669,2,283.66,1,3,2,132,Regular Customers
United Kingdom,18199.0,684,1,249.25,1,2,2,122,Regular Customers
United Kingdom,13477.0,38,11,2283.25,4,5,5,455,Premium Customers
United Kingdom,16795.0,365,3,1999.86,2,3,5,235,Regular Customers
United Kingdom,17419.0,11,18,5091.1,5,5,5,555,New Customers
United Kingdom,16004.0,475,5,1709.74,1,4,4,144,Regular Customers
United Kingdom,14628.0,91,5,1504.0,3,4,4,344,Premium Customers
United Kingdom,15611.0,10,23,1381.74,5,5,4,554,Premium Customers
United Kingdom,14376.0,683,1,215.46,1,1,2,112,Regular Customers
United Kingdom,12857.0,211,6,2241.65,2,4,5,245,Premium Customers
United Kingdom,14538.0,65,5,597.49,3,4,3,343,Premium Customers
United Kingdom,17218.0,4,18,3090.9,5,5,5,555,Premium Customers
United Kingdom,13650.0,17,10,2809.19,5,5,5,555,Premium Customers
United Kingdom,15259.0,513,3,699.7,1,3,3,133,Regular Customers
United Kingdom,13971.0,19,14,4260.900000000001,5,5,5,555,Premium Customers
Germany,12468.0,188,5,2329.55,3,4,5,345,Premium Customers
United Kingdom,15218.0,11,20,6709.93,5,5,5,555,New Customers
United Kingdom,15950.0,32,10,5721.64,4,5,5,455,Premium Customers
United Kingdom,17536.0,421,2,158.38,1,3,1,131,Regular Customers
United Kingdom,15003.0,473,6,903.43,1,4,4,144,Regular Customers
United Kingdom,16481.0,682,1,275.78000000000003,1,1,2,112,Regular Customers
United Kingdom,13459.0,625,2,1015.69,1,2,4,124,Regular Customers
United Kingdom,12905.0,577,2,738.14,1,2,3,123,Regular Customers
Belgium,12361.0,287,4,451.25,2,3,3,233,Regular Customers
United Kingdom,17059.0,30,9,4064.14,4,5,5,455,Premium Customers
United Kingdom,15845.0,18,11,3453.03,5,5,5,555,Premium Customers
United Kingdom,17050.0,96,10,3162.92,3,5,5,355,Premium Customers
United Kingdom,17726.0,395,7,993.91,2,4,4,244,Regular Customers
United Kingdom,13514.0,74,4,599.0,3,3,3,333,Premium Customers
United Kingdom,15766.0,64,3,713.16,3,3,3,333,Premium Customers
United Kingdom,15959.0,682,2,403.39,1,2,2,122,Regular Customers
United Kingdom,15073.0,10,8,2386.57,5,5,5,555,Premium Customers
United Kingdom,13698.0,597,2,364.27,1,2,2,122,Regular Customers
United Kingdom,16051.0,682,1,188.44,1,1,1,111,Regular Customers
United Kingdom,14365.0,395,2,594.88,2,2,3,223,Regular Customers
United Kingdom,12873.0,398,2,793.6,2,2,3,223,Regular Customers
United Kingdom,15695.0,267,4,891.77,2,4,4,244,Premium Customers
United Kingdom,15798.0,493,3,1422.84,1,3,4,134,Regular Customers
United Kingdom,14551.0,18,7,609.24,5,4,3,543,Premium Customers
United Kingdom,12869.0,682,1,230.57,1,1,2,112,Regular Customers
United Kingdom,17604.0,217,6,852.9,2,4,3,243,Premium Customers
United Kingdom,16430.0,57,6,764.99,4,4,3,443,Premium Customers
United Kingdom,13048.0,14,9,3894.45,5,5,5,555,Premium Customers
Unspecified,16320.0,172,6,4514.64,3,4,5,345,Premium Customers
United Kingdom,13101.0,234,4,543.61,2,3,3,233,Premium Customers
United Kingdom,18016.0,32,7,1390.8,4,4,4,444,Premium Customers
United Kingdom,14167.0,39,8,1146.94,4,4,4,444,Premium Customers
United Kingdom,14279.0,521,2,191.86,1,2,1,121,Regular Customers
Spain,12484.0,35,9,4533.14,4,5,5,455,Premium Customers
United Kingdom,17695.0,132,5,1043.84,3,4,4,344,Premium Customers
United Kingdom,17982.0,681,1,127.74,1,2,1,121,Regular Customers
United Kingdom,14672.0,235,4,811.01,2,3,3,233,Premium Customers
United Kingdom,15563.0,22,6,2388.29,4,4,5,445,Premium Customers
United Kingdom,13820.0,418,3,617.3,1,3,3,133,Regular Customers
United Kingdom,16326.0,6,23,2520.4,5,5,5,555,New Customers
United Kingdom,15544.0,9,20,7416.39,5,5,5,555,New Customers
United Kingdom,16137.0,680,1,422.7,1,1,2,112,Regular Customers
United Kingdom,18194.0,680,1,113.4,1,2,1,121,Regular Customers
